Name,Trigger,AttackName,Impact,Puncture,Slash,Cold,Electricity,Heat,Toxin,Blast,Corrosive,Gas,Magnetic,Radiation,Viral,Void,BaseDamage,TotalDamage,CritChance,CritMultiplier,AvgShotDmg,BurstDps,SustainedDps,LifetimeDmg,StatusChance,ForcedProcs,AvgProcCount,AvgProcPerSec,Multishot,FireRate,Disposition,Mastery,Magazine,MaxAmmo,Reload,ShotType,PunchThrough,Accuracy,Introduced,IntroducedDate,Slot,Class,AmmoType,Range,InternalName,Family,FalloffStart,FalloffEnd,FalloffReduction
Vasto Prime,Semi-Auto,Normal Attack,9.9,9.9,46.2,0,0,0,0,0,0,0,0,0,0,0,66,66,0.22,2.4,86.328,467.89776,245.83069702277,18646.848,0.22,nil,0.22,1.1924,1,5.42,1.35,10,6,210,1,Hit-Scan,0,16,Update 15.7,12/17/2014,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Tenno/Pistols/PrimeVasto/PrimeVastoPistol,Vasto,0,inf,1
Bronco,Semi-Auto,Normal Attack,32,4,4,0,0,0,0,0,0,0,0,0,0,0,40,280,0.06,2,296.8,1484,409.37931034483,62921.6,0.0943,nil,0.6601,3.3005,7,5,1.45,0,2,210,1.05,Hit-Scan,0,3.7,Vanilla,10/25/2012,Secondary,Shotgun Sidearm,Pistol,300,/Lotus/Weapons/Tenno/Pistol/HandShotGun,Bronco,7,14,0.75
Pyrana Prime,Auto,Normal Attack,1.92,1.92,20.16,0,0,0,0,0,0,0,0,0,0,0,24,240,0.24,2.2,309.12,1236.48,806.4,68624.64,0.036,nil,0.36,1.44,10,4,0.6,13,12,210,1.6,Hit-Scan,0,6.1,Hotfix 23.0.3,6/19/2018,Secondary,Shotgun Sidearm,Pistol,300,/Lotus/Weapons/Tenno/Pistols/PrimePyrana/PrimePyranaPistol,Pyrana,18,36,0.75
Twin Vipers Wraith,Auto,Normal Attack,14.4,1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,18,18,0.19,2,21.42,535.5,238,10281.6,0.09,nil,0.09,2.25,1,25,1.41,7,40,440,2,Hit-Scan,0,11.1,Update 11.5,12/19/2013,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Grineer/Pistols/WraithTwinVipers/WraithTwinVipers,Twin Vipers,0,inf,1
Kohmak,Auto-Spool,Single Pellet,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,30,0.11,2,33.3,33.3,31.714285714286,8325,0.69,nil,0.69,0.69,1,1,1.35,5,40,210,2,Hit-Scan,1.5,8,Update 16.0,3/19/2015,Secondary,Shotgun Sidearm,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnKohmPistol/GrnKohmPistol,Kohmak,12,24,0.8333
Kohmak,Auto-Spool,Fully Spooled,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,150,0.11,2,166.5,832.5,580.22727272727,23934.375,0.138,nil,0.69,3.45,5,5,1.35,5,40,210,2,Hit-Scan,0,8,Update 16.0,3/19/2015,Secondary,Shotgun Sidearm,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnKohmPistol/GrnKohmPistol,Kohmak,12,24,0.8333
Tysis,Semi-Auto,Normal Attack,9,23,17,0,0,0,0,0,0,0,0,0,0,0,49,49,0.03,1.5,49.735,124.3375,97.69375,10991.435,0.5,nil,0.5,1.25,1,2.5,1.45,9,11,210,1.2,Projectile,0,100,Update 11.7,1/15/2014,Secondary,Pistol,Pistol,0,/Lotus/Weapons/Infested/Pistols/InfestedDartPistol/InfestedDartPistol,Tysis,0,inf,1
Tysis,Semi-Auto,Corrosive DoT,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,27,0.03,1.5,27.405,0,0,6056.505,0.5,nil,0.5,0,1,0,1.45,9,11,210,1.2,DoT,0,100,Update 11.7,1/15/2014,Secondary,Pistol,Pistol,0,/Lotus/Weapons/Infested/Pistols/InfestedDartPistol/InfestedDartPistol,Tysis,0,inf,1
Akarius,Burst,Rocket Impact,68,0,0,0,0,0,0,0,0,0,0,0,0,0,68,68,0.06,1.8,142.528,302.872,154.92173913043,4275.84,0.28,nil,0.28,1.19,1,4.25,1,8,10,20,3.4,Projectile,0,26.7,Update 25.7,8/29/2019,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Tenno/Pistols/SapientPistol/SapientPistol,Akarius,0,inf,1
Akarius,Burst,Rocket Detonation,0,0,0,0,0,0,0,419,0,0,0,0,0,0,419,419,0.06,1.8,878.224,1866.226,763.28261758691,26346.72,0.28,nil,0.28,1.19,1,4.25,1,8,10,20,3.4,AoE,0,26.7,Update 25.7,8/29/2019,Secondary,Dual Pistols,Pistol,7.2,/Lotus/Weapons/Tenno/Pistols/SapientPistol/SapientPistol,Akarius,0,7.2,0.7
Vasto,Semi-Auto,Normal Attack,14.5,14.5,29,0,0,0,0,0,0,0,0,0,0,0,58,58,0.2,1.8,67.28,336.4,183.49090909091,14532.48,0.08,nil,0.08,0.4,1,5,1.4,4,6,210,1,Hit-Scan,0,16,Update 9.3,7/26/2013,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Tenno/Pistol/RevolverPistol,Vasto,0,inf,1
Akjagara Prime,Burst,Normal Attack,3.6,3.6,28.8,0,0,0,0,0,0,0,0,0,0,0,36,36,0.18,2.2,87.552,437.76,324.26666666667,31518.72,0.32,nil,0.32,3.2,1,10,0.95,12,40,320,1.4,Hit-Scan,0.2,33.33,Hotfix 24.2.2,12/18/2018,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Tenno/Pistols/PrimeAkjagara/AkJagaraPrime,Akjagara,0,inf,1
Aklato,Semi-Auto,Normal Attack,4.5,7.5,18,0,0,0,0,0,0,0,0,0,0,0,30,30,0.1,1.8,32.4,243,151.875,7776,0.06,nil,0.06,0.45,1,7.5,1.52,3,30,210,2.4,Hit-Scan,0,11.1,Vanilla,10/25/2012,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Tenno/Akimbo/AkimboPistol,Aklato,0,inf,1
Twin Grakatas,Auto,Normal Attack,4,3.33,2.67,0,0,0,0,0,0,0,0,0,0,0,10,20,0.25,2.7,28.5,570,285,18810,0.165,nil,0.33,6.6,2,20,1.2,9,120,1200,3,Hit-Scan,0,28.6,Update 17.0,7/31/2015,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Grineer/LongGuns/GrineerAssaultRifle/TwinGrakatas,Twin Grakatas,0,inf,1
Twin Vipers,Auto,Normal Attack,10.2,1.7,5.1,0,0,0,0,0,0,0,0,0,0,0,17,17,0.15,1.5,18.275,456.875,164.00641025641,8187.2,0.11,nil,0.11,2.75,1,25,1.45,5,28,420,2,Hit-Scan,0,15.4,Hotfix 7.7.3,4/12/2013,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Tenno/Akimbo/AkimboViperPistols,Twin Vipers,0,inf,1
Twin Rogga,Semi-Auto,Normal Attack,18.8,23.5,4.7,0,0,0,0,0,0,0,0,0,0,0,47,705,0.1,2,775.5,1938.75,674.34782608696,94611,0.066,nil,0.99,2.475,15,2.5,1.3,9,2,120,1.5,Hit-Scan,0,8,Update 19.0,11/11/2016,Secondary,Dual Shotguns,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnQueenGuardDualPistol/GrnQueenGuardDualPistols,Twin Rogga,10,20,0.7872
Twin Gremlins,Auto,Normal Attack,12.33,12.33,12.33,0,0,0,0,0,0,0,0,0,0,0,37,36.99,0.15,1.5,39.76425,198.82125,168.01795774648,9543.42,0.15,nil,0.15,0.75,1,5,1.2,5,30,210,1.1,Projectile,0,16.7,Update 9.5,8/9/2013,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Grineer/GrineerPistol/GrineerAkimboPistol,Twin Gremlins,0,inf,1
Quatz,Auto,Auto,9,2,7,0,11,0,0,0,0,0,0,0,0,0,29,29,0.13,1.5,30.885,463.275,296.496,17789.76,0.27,nil,0.27,4.05,1,15,1.2,9,72,504,2.7,Hit-Scan,0,40,Update 25.4,7/18/2019,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnAmphisPistol/GrnAmphisPistol,Quatz,0,inf,1
Quatz,Auto,Burst,9,2,7,0,11,0,0,0,0,0,0,0,0,0,29,29,0.27,2.5,162.98,407.45,296.32727272727,93876.48,0.19,nil,0.19,1.9,1,10,1.2,9,72,504,2.7,Hit-Scan,0,90.9,Update 25.4,7/18/2019,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnAmphisPistol/GrnAmphisPistol,Quatz,0,inf,1
Twin Kohmak,Auto-Spool,Single Pellet,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,30,0.11,2,33.3,44.4222,42.850238982912,10656,0.69,nil,0.69,0.92046,1,1.334,1.25,10,80,240,2.2,Hit-Scan,1.5,5.7,Update 16.0,3/19/2015,Secondary,Dual Shotguns,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnDWUniques/GrnTwinKohmaks,Twin Kohmak,12,24,0.8333
Twin Kohmak,Auto-Spool,Fully Spooled,6,6,18,0,0,0,0,0,0,0,0,0,0,0,30,150,0.11,2,166.5,1110.555,846.32235626034,31302,0.138,nil,0.69,4.6023,5,6.67,1.25,10,80,240,2.2,Hit-Scan,0,5.7,Update 16.0,3/19/2015,Secondary,Dual Shotguns,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnDWUniques/GrnTwinKohmaks,Twin Kohmak,12,24,0.8333
Prisma Twin Gremlins,Auto,Normal Attack,2.97,12.69,11.34,0,0,0,0,0,0,0,0,0,0,0,27,27,0.23,1.9,32.589,287.76087,258.42252941101,21834.63,0.23,nil,0.23,2.0309,1,8.83,1.15,11,70,600,0.9,Projectile,0,36.4,Hotfix 23.4.2,8/17/2018,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Grineer/Pistols/GrineerBulbousSMG/Prisma/PrismaTwinGremlinsWeapon,Twin Gremlins,0,inf,1
Afuris,Auto,Normal Attack,3,14,3,0,0,0,0,0,0,0,0,0,0,0,20,20,0.05,2,21,262.5,193.42105263158,5880,0.12,nil,0.12,1.5,1,12.5,1.45,4,70,210,2,Hit-Scan,0,15.4,Update 5.3,1/10/2013,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Tenno/Akimbo/AkimboAutoPistols,Afuris,0,inf,1
Ballistica,Burst / Charge,Charged Shot,10,80,10,0,0,0,0,0,0,0,0,0,0,0,100,100,0.15,1.5,107.5,107.5,95.555555555556,24295,0.1,nil,0.1,0.076905312,1,3.33,1.25,2,16,210,2,Projectile,0,4,Update 10.4,10/16/2013,Secondary,Crossbow,Pistol,0,/Lotus/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow,Ballistica,0,inf,1
Ballistica,Burst / Charge,Burst Shot,2.5,20,2.5,0,0,0,0,0,0,0,0,0,0,0,25,25,0.0375,1.5,101.875,169.7916667,92.613636363636,23023.75,0.075,nil,0.075,0.85725,1,11.43,1.25,2,16,210,2,Projectile,0,4,Update 10.4,10/16/2013,Secondary,Crossbow,Pistol,0,/Lotus/Weapons/Tenno/Pistols/AutomaticHandCrossbow/AutoCrossBow,Ballistica,0,inf,1
Kuva Kraken,Burst,Normal Attack,32.25,5.375,5.375,0,0,0,0,0,0,0,0,0,0,0,43,68.8,0.21,2.3,262.7472,592.932848,666.38782608696,60694.6032,0.29,nil,0.29,1.9633,1,6.77,1.05,15,21,210,1.5,Hit-Scan,0,16,Update 26.0,10/31/2019,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Grineer/KuvaLich/Secondaries/Kraken/KuvaKraken,Kraken,0,inf,1
Kuva Kraken,Burst,Alt-Fire,32.25,5.375,5.375,0,0,0,0,0,0,0,0,0,0,0,43,68.8,0.21,2.3,87.5824,1425.841472,559.04912083645,20231.5344,0.29,nil,0.29,4.7212,1,16.28,1.05,15,21,210,2,Hit-Scan,0,8.2,Update 26.0,10/31/2019,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Grineer/KuvaLich/Secondaries/Kraken/KuvaKraken,Kraken,0,inf,1
MK1-Kunai,Auto,Normal Attack,4,30,6,0,0,0,0,0,0,0,0,0,0,0,40,40,0.05,2,42,139.86,111.91038207642,9240,0.025,nil,0.025,0.08325,1,3.33,1.51,0,10,210,0.75,Projectile,0,100,Update 14.0,7/18/2014,Secondary,Thrown,Pistol,0,/Lotus/Weapons/MK1Series/MK1Kunai,Kunai,0,inf,1
Marelok,Semi-Auto,Normal Attack,80,16,64,0,0,0,0,0,0,0,0,0,0,0,160,160,0.15,1.5,172,344,221.12706235269,37152,0.3,nil,0.3,0.6,1,2,1.2,7,6,210,1.667,Hit-Scan,0,10,Update 12.3,2/27/2014,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrineerLeverActionPistol/GLAPistol,Marelok,0,inf,1
Dual Cestra,Auto,Normal Attack,5.2,20.8,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0.06,1.6,26.936,505.05,326.49696969697,16161.6,0.2,nil,0.2,3.75,1,18.75,1.35,7,120,480,3.5,Projectile,0,20,Update 12.0,2/5/2014,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Corpus/Pistols/CorpusMinigun/DualCorpusMinigun,Dual Cestra,0,inf,1
Aksomati Prime,Auto-Spool,Fully Spooled,2,8,10,0,0,0,0,0,0,0,0,0,0,0,20,20,0.24,3,29.6,394.568,319.93513206706,28416,0.18,nil,0.18,2.3994,1,13.33,0.95,12,80,880,1.4,Hit-Scan,0,12.5,Hotfix 27.0.4,12/17/2019,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Tenno/Pistols/PrimeAksomati/PrimeAksomati,Aksomati,0,inf,1
Tenet Diplos,Auto,Normal Attack,11.2,9,7.8,0,0,0,0,0,0,0,0,0,0,0,28,44.8,0.36,2.2,64.1536,620.365312,479.30404702879,35412.7872,0.14,nil,0.14,1.3538,1,9.67,0.65,16,92,460,2.8,Projectile,1,100,Update 30.5,7/6/2021,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Corpus/Pistols/CrpBriefcaseAkimbo/CrpBriefcaseAkimboPistol,Tenet Diplos,0,inf,1
Tenet Diplos,Burst,Lock-on Mode,11.2,9,7.8,0,0,0,0,0,0,0,0,0,0,0,28,44.8,0.36,2.2,128.3072,620.365312,390.5085712409,35412.7872,0.14,nil,0.14,1.3538,1,9.67,0.65,16,92,460,2.8,Projectile,1,100,Update 30.5,7/6/2021,Secondary,Dual Pistols,Pistol,60,/Lotus/Weapons/Corpus/Pistols/CrpBriefcaseAkimbo/CrpBriefcaseAkimboPistol,Tenet Diplos,0,inf,1
Tenet Detron,Semi-Auto,Normal Attack,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,416,0.18,2,490.88,1634.6304,1032.7786447639,106030.08,0.1,nil,1,3.33,10,3.33,0.8,16,6,210,1.05,Projectile,0,20,Update 30.5,7/6/2021,Secondary,Shotgun Sidearm,Pistol,0,/Lotus/Weapons/Corpus/BoardExec/Secondary/CrpBEDetron/CrpBEDetron,Detron,26,52,0.446
Tenet Detron,Burst,Burst Shot,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,416,0.18,2,490.88,2414.14784,1297.4755273695,106030.08,0.1,nil,1,4.918,10,4.918,0.8,16,6,210,1.05,Projectile,0,20,Update 30.5,7/6/2021,Secondary,Shotgun Sidearm,Pistol,0,/Lotus/Weapons/Corpus/BoardExec/Secondary/CrpBEDetron/CrpBEDetron,Detron,0,inf,1
Dex Pixia Prime,Auto,Normal Attack,16,16,128,0,0,0,0,0,0,0,0,0,0,0,160,160,0.1,2,176,1026.08,997.01695574017,inf,0.25,nil,0.25,1.4575,1,5.83,-nan,0,60,inf,0.3,Hit-Scan,0,23,Update 23.0,6/15/2018,Secondary,Exalted Weapon,Pistol,300,/Lotus/Powersuits/Fairy/PrimeFlightPistols,nil,0,inf,1
Acrid,Semi-Auto,Normal Attack,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,35,0.05,2,36.75,245.1225,159.83470266041,8268.75,0.1,nil,0.1,0.667,1,6.67,1.33,7,15,210,1.2,Projectile,0,100,Update 8.0,5/23/2013,Secondary,Pistol,Pistol,0,/Lotus/Weapons/ClanTech/Bio/AcidDartPistol,Acrid,0,inf,1
Pandero Prime,Semi-Auto,Normal Attack,26,26,52,0,0,0,0,0,0,0,0,0,0,0,104,104,0.3,2.8,160.16,480.48,349.44,34914.88,0.24,nil,0.24,0.72,1,3,1,14,8,210,1,Hit-Scan,0,16,Update 29.9,2/23/2021,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Tenno/Pistols/PrimePandero/PanderoPrimeWeapon,Pandero,0,inf,1
Pandero Prime,Burst,Alt-Fire,26,26,52,0,0,0,0,0,0,0,0,0,0,0,104,104,0.3,2.8,160.16,1231.6304,627.98235818993,34914.88,0.24,nil,0.24,1.8456,1,7.69,1,14,8,210,1,nil,0,8.2,Update 29.9,2/23/2021,Secondary,Pistol,Pistol,0,/Lotus/Weapons/Tenno/Pistols/PrimePandero/PanderoPrimeWeapon,Pandero,0,inf,1
Tenet Cycron,Held,Normal Attack,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,35.2,0.2,1.8,40.832,489.984,376.91076923077,inf,0.4,nil,0.4,4.8,1,12,0.7,14,40,inf,2,Discharge,1,100,Update 30.5,7/6/2021,Secondary,Pistol,None,28,/Lotus/Weapons/Corpus/BoardExec/Secondary/CrpBECycron/CrpBECycron,Cycron,0,inf,1
Talons,Active,Normal Attack,0,0,0,0,0,0,0,120,0,0,0,0,0,0,120,120,0.22,2,146.4,487.512,266.03656207367,2342.4,0.26,nil,2.26,7.5258,1,3.33,1.44,8,4,12,1,Projectile,0,100,Update 18.0,12/3/2015,Secondary,Thrown,Pistol,4,/Lotus/Weapons/Tenno/ThrowingWeapons/U18ThrowingKnives/U18throwingknives,Talons,0,4,0.5
Telos Akbolto,Semi-Auto,Normal Attack,4.7,42.3,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0.13,2,53.11,531.1,284.51785714286,12746.4,0.29,nil,0.29,2.9,1,10,1.25,11,30,210,2.6,Projectile,0,26.7,Update 15.5,11/27/2014,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Syndicates/ArbitersOfHexis/Pistols/AHAkbolto,Akbolto,0,inf,1
Sonicor,Semi-Auto,Projectile Impact,150,0,0,0,0,0,0,0,0,0,0,0,0,0,150,150,0,1,150,187.5,150,24750,0,nil,1,1.25,1,1.25,1.15,2,15,150,3,Projectile,0,100,Update 17.5,10/1/2015,Secondary,Pistol,Pistol,15,/Lotus/Weapons/Corpus/Pistols/CrpAirPistol/CrpAirPistolArray,Sonicor,0,20,0.8333
Sonicor,Semi-Auto,Explosion,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0.1,2,55,68.75,55,9075,0.25,nil,2.25,2.8125,1,1.25,1.15,2,15,150,3,AoE,0,100,Update 17.5,10/1/2015,Secondary,Pistol,Pistol,5,/Lotus/Weapons/Corpus/Pistols/CrpAirPistol/CrpAirPistolArray,Sonicor,0,inf,1
Kuva Brakk,Semi-Auto,Normal Attack,5.85,3.25,3.9,0,0,0,0,0,0,0,0,0,0,0,13,208,0.29,2,268.32,1564.3056,988.19052432091,62250.24,0.111,nil,1.11,6.4713,10,5.83,0.85,13,11,221,1.1,Hit-Scan,0.5,7.7,Update 26.0,10/31/2019,Secondary,Shotgun Sidearm,Pistol,300,/Lotus/Weapons/Grineer/KuvaLich/Secondaries/Brakk/KuvaBrakk,Brakk,10,20,0.96
Embolist,Held,Normal Attack,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,35,0.03,1.5,35.525,284.2,245.51308900524,17265.15,0.41,nil,0.41,3.28,1,8,1.4,9,33,210,1.3,Discharge,0,100,Update 10.0,9/13/2013,Secondary,Pistol,Pistol,9,/Lotus/Weapons/Infested/Pistols/InfestedPistol,Embolist,0,inf,1
Synoid Gammacor,Held,Normal Attack,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,0.2,2,24,288,253.74449339207,23040,0.28,nil,0.28,3.36,1,12,1.05,7,80,400,1.8,Discharge,0,100,Update 15.5,11/27/2014,Secondary,Pistol,Pistol,40,/Lotus/Weapons/Syndicates/CephalonSuda/Pistols/CSSynoidGammacor,Gammacor,0,inf,1
Stug,Charge,Blob Impact,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0.05,1.5,4.1,16.4,11.714285714286,943,0,nil,0,0,1,4,1.48,2,20,210,2,Projectile,0,100,Update 11.5,12/19/2013,Secondary,Pistol,Pistol,0,/Lotus/Weapons/Grineer/Pistols/GrineerCrossbow/GrineerGooGun,Stug,0,inf,1
Stug,Charge,Blob Explosion,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,75,0.05,1.5,76.875,307.5,219.64285714286,17681.25,0.1,nil,0.1,0.4,1,4,1.48,2,20,210,2,AoE,0,100,Update 11.5,12/19/2013,Secondary,Pistol,Pistol,2.8,/Lotus/Weapons/Grineer/Pistols/GrineerCrossbow/GrineerGooGun,Stug,0,2.8,0.3
Stubba,Auto,Normal Attack,14.19,3.3,15.51,0,0,0,0,0,0,0,0,0,0,0,33,33,0.23,1.9,39.831,252.13023,220.32260359656,18162.936,0.13,nil,0.13,0.8229,1,6.33,1.35,7,57,399,1.3,Hit-Scan,0,16,Update 22.0,10/12/2017,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Grineer/Pistols/GrnUzi/GrnUziWeapon,Stubba,0,inf,1
Akjagara,Burst,Normal Attack,4.5,4.5,21,0,0,0,0,0,0,0,0,0,0,0,30,30,0.06,2,63.6,530.106,259.61726354454,15645.6,0.28,nil,0.28,4.6676,1,16.67,1.05,8,36,210,2.25,Hit-Scan,0,15.4,Update 15.13,2/5/2015,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Tenno/Pistols/TigrisRedeemerSetPistol/TnoBladedPistols,Akjagara,0,inf,1
Staticor,Charge,Uncharged Projectile,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,44,0.14,2.2,51.392,179.872,162.13814084507,17267.712,0.28,nil,0.28,0.98,1,3.5,0.75,10,48,288,1.5,Projectile,0,16.7,Hotfix 18.4.7,2/4/2016,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,inf,1
Staticor,Charge,Uncharged Explosion,0,0,0,0,0,0,0,0,0,0,0,88,0,0,88,88,0,1,88,308,277.6338028169,29568,0.28,nil,0.28,0.98,1,3.5,0.75,10,48,288,1.5,AoE,0,16.7,Hotfix 18.4.7,2/4/2016,Secondary,Dual Pistols,Pistol,2.4,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,2.4,0.3
Staticor,Charge,Fully Charged Projectile,0,0,0,0,0,0,0,0,0,0,0,44,0,0,44,44,0.14,2.2,51.392,51.392,44.050285714286,3237.696,0.28,nil,0.28,0.217777778,1,3.5,0.75,10,48,288,1.5,Projectile,0,16.7,Hotfix 18.4.7,2/4/2016,Secondary,Dual Pistols,Pistol,0,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,inf,1
Staticor,Charge,Fully Charged Explosion,0,0,0,0,0,0,0,0,0,0,0,106,0,0,106,106,0.14,2.2,123.808,123.808,120.05624242424,41599.488,0.28,nil,0.28,0.217777778,1,3.5,0.75,10,48,288,1.5,AoE,0,16.7,Hotfix 18.4.7,2/4/2016,Secondary,Dual Pistols,Pistol,9.6,/Lotus/Weapons/Corpus/Pistols/CrpElectroMag/CrpElectroMag,Staticor,0,9.6,0.9
Atomos,Held,Normal Attack,0,0,0,0,0,29,0,0,0,0,0,0,0,0,29,29,0.15,1.7,32.045,256.36,208.66511627907,13458.9,0.21,nil,0.21,1.68,1,8,0.95,5,70,350,2,Discharge,0,12.5,Update 16.5,5/12/2015,Secondary,Pistol,Pistol,15,/Lotus/Weapons/Grineer/Pistols/HeatGun/GrnHeatGun,Atomos,0,inf,1
Spira Prime,Auto,Normal Attack,6,48,6,0,0,0,0,0,0,0,0,0,0,0,60,60,0.3,3,96,319.68,264.6083807553,21312,0.14,nil,0.14,0.4662,1,3.33,1.2,10,12,210,0.75,Projectile,0,100,Hotfix 18.4.12,2/16/2016,Secondary,Thrown,Pistol,0,/Lotus/Weapons/Tenno/ThrowingWeapons/PrimeLiDagger/PrimeLiDagger,Spira,0,inf,1
Fusilai,Auto / Semi,Full Auto Mode,0,30.8,46.2,0,0,0,0,0,0,0,0,0,0,0,77,77,0.23,1.7,89.397,252.99351,183.68357454017,6972.966,0.29,nil,0.29,0.8207,1,2.83,1.35,7,6,72,0.8,Projectile,0,100,Update 22.0,10/12/2017,Secondary,Thrown,Pistol,0,/Lotus/Weapons/Tenno/ThrowingWeapons/GlassKunai/GlassKunaiWeapon,Fusilai,0,inf,1
Fusilai,Semi-Auto,Semi-Auto Mode,0,30.8,46.2,0,0,0,0,0,0,0,0,0,0,0,77,231,0.03,1.5,234.465,351.6975,219.8109375,6096.09,0.123,nil,0.369,0.5535,3,1.5,1.35,7,6,72,0.8,Projectile,0,100,Update 22.0,10/12/2017,Secondary,Thrown,Pistol,0,/Lotus/Weapons/Tenno/ThrowingWeapons/GlassKunai/GlassKunaiWeapon,Fusilai,0,inf,1
Spectra Vandal,Held,Normal Attack,0,9.24,12.76,0,0,0,0,0,0,0,0,0,0,0,22,22,0.2,2,26.4,316.8,290.64220183486,25344,0.28,nil,0.28,3.36,1,12,1.4,10,80,400,1.2,Discharge,0.5,100,Update 25.0,5/22/2019,Secondary,Pistol,Pistol,22,/Lotus/Weapons/Corpus/Pistols/CorpusModularPistol/Vandal/CrpLaserPistolVandal,Spectra,0,inf,1
Dual Toxocyst,Semi-Auto,Normal Attack,7.5,60,7.5,0,0,0,0,0,0,0,0,0,0,0,75,75,0.05,2,78.75,78.75,65.853658536585,6615,0.37,nil,0.37,0.37,1,1,1.35,11,12,72,2.35,Hit-Scan,0,16,Update 18.5,3/4/2016,Secondary,Dual Pistols,Pistol,300,/Lotus/Weapons/Infested/Pistols/InfVomitGun/InfVomitGunWep,Dual Toxocyst,0,inf,1
Bronco Prime,Semi-Auto,Normal Attack,40,5,5,0,0,0,0,0,0,0,0,0,0,0,50,350,0.06,2,371,1547.07,501.48136142626,79394,0.1286,nil,0.9002,3.753834,7,4.17,1.4,4,4,210,2,Hit-Scan,0,3.7,Update 9.0,7/13/2013,Secondary,Shotgun Sidearm,Pistol,300,/Lotus/Weapons/Tenno/Pistol/BroncoPrime,Bronco,9,18,0.74
Furis,Auto,Normal Attack,3,14,3,0,0,0,0,0,0,0,0,0,0,0,20,20,0.05,2,21,210,150,5145,0.12,nil,0.12,1.2,1,10,1.35,2,35,210,1.4,Hit-Scan,0,22.2,Vanilla,10/25/2012,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Tenno/Pistol/AutoPistol,Furis,0,inf,1
Lex,Semi-Auto,Normal Attack,13,104,13,0,0,0,0,0,0,0,0,0,0,0,130,130,0.2,2,156,168.48,118.3977512298,33696,0.1,nil,0.1,0.108,1,1.08,1.25,3,6,210,2.35,Hit-Scan,0,16,Vanilla,10/25/2012,Secondary,Pistol,Pistol,300,/Lotus/Weapons/Tenno/Pistol/HeavyPistol,Lex,0,inf,1
